34200.013697084,1,10543004,100,2837300,-1,null
34200.01854078,5,0,377,2835500,1,null
34200.01854078,5,0,25,2836600,1,null
34200.01854078,1,10548912,615,2837200,1,null
34200.031597507,4,10548912,100,2837200,1,null
34200.041983945,1,10569156,32,2837300,-1,null
34200.055513332,1,10580912,200,2837300,-1,null
34200.169352169,4,10548912,100,2837200,1,null
34200.203813088,4,10548912,400,2837200,1,null
34200.241064876,4,10548912,15,2837200,1,null
34200.241096785,1,10629664,100,2837200,-1,null
34200.242026875,3,10569156,32,2837300,-1,null
34200.242047858,1,10629952,100,2837200,-1,null
34200.242416552,3,10629952,100,2837200,-1,null
34200.242416772,3,10543004,100,2837300,-1,null
34200.243001408,3,10629664,100,2837200,-1,null
34200.243293713,1,10630264,100,2837100,-1,null
34200.243720642,3,10630264,100,2837100,-1,null
34200.243727452,1,10630356,32,2837300,-1,null
34200.244507231,1,10630476,100,2837300,-1,null
34200.249868984,5,0,25,2835000,1,null
34200.249868984,5,0,75,2834400,1,null
34200.25454858,5,0,100,2834400,1,null
34200.287055766,5,0,2,2835200,1,null
34200.287055766,4,10101048,98,2834300,1,null
34200.287342904,4,10101048,8,2834300,1,null
34200.287387089,4,10101048,74,2834300,1,null
34200.287387089,1,10639280,126,2834300,-1,null
34200.287441854,1,10639308,100,2836700,-1,null
34200.287831573,1,10639476,100,2834400,-1,null
34200.288153972,3,10639476,100,2834400,-1,null
34200.288734408,3,10639308,100,2836700,-1,null
34200.288986289,1,10639692,100,2834300,-1,null
34200.32687133,4,10220936,10,2832000,1,null
34200.333209734,1,10648332,100,2830000,-1,null
34200.333394675,4,10648332,6,2830000,-1,null
34200.333865627,1,10648396,100,2830000,-1,null
34200.334203097,3,10648396,100,2830000,-1,null
34200.334213745,3,10639692,100,2834300,-1,null
34200.334592519,4,10648332,94,2830000,-1,null
34200.334638873,1,10648512,100,2827500,1,null
34200.334649233,1,10648516,32,2834300,-1,null
34200.33590796,3,10648512,100,2827500,1,null
34200.337957311,3,10648516,32,2834300,-1,null
34200.33796631,1,10649160,100,2834300,-1,null
34200.342973457,1,10649912,32,2834300,-1,null
34200.369103273,1,10654012,475,2831000,-1,null
34200.369829924,1,10654172,100,2831000,-1,null
34200.369975946,1,10654188,32,2831000,-1,null
34200.370145112,3,10649912,32,2834300,-1,null
34200.370145475,3,10654172,100,2831000,-1,null
34200.370162381,3,10649160,100,2834300,-1,null
34200.370956202,1,10654364,12,2831000,-1,null
34200.371364556,1,10654412,88,2831000,-1,null
34200.394816623,3,10654012,475,2831000,-1,null
34200.395313296,3,10654364,12,2831000,-1,null
34200.395314506,3,10654188,32,2831000,-1,null
34200.395327236,3,10654412,88,2831000,-1,null
34200.396018857,1,10658020,100,2834300,-1,null
34200.396020158,1,10658024,32,2834300,-1,null
34200.438017773,1,10664504,475,2831000,-1,null
34200.438932648,1,10664588,100,2831000,-1,null
34200.438933806,1,10664592,32,2831000,-1,null
34200.439251176,3,10658024,32,2834300,-1,null
34200.439251428,3,10664588,100,2831000,-1,null
34200.439264051,3,10658020,100,2834300,-1,null
34200.440004736,1,10664840,12,2831000,-1,null
34200.440423993,1,10664944,88,2831000,-1,null
34200.457923262,3,10664592,32,2831000,-1,null
34200.472548804,4,10664504,16,2831000,-1,null
34200.601272952,1,10696396,100,2833900,-1,null
34200.601276555,1,10696400,100,2826300,1,null
34200.606292774,5,0,50,2830800,1,null
34200.606292774,4,10664504,450,2831000,-1,null
34200.606911442,3,10664840,12,2831000,-1,null
34200.606913569,3,10664944,88,2831000,-1,null
34200.607704219,1,10697660,100,2833900,-1,null
34200.622520303,1,10699512,100,2830000,-1,null
34200.622801313,3,10699512,100,2830000,-1,null
34200.622803483,3,10697660,100,2833900,-1,null
34200.623457565,1,10699644,23,2830000,-1,null
34200.623803501,1,10699696,77,2830000,-1,null
34200.624840841,1,10699800,100,2829900,-1,null
34200.625108345,3,10699800,100,2829900,-1,null
34200.625108598,3,10699644,23,2830000,-1,null
34200.625119231,3,10699696,77,2830000,-1,null
34200.626009276,1,10700000,100,2829900,-1,null
34200.62674345,1,10700124,15,2828900,1,null
34200.626821629,4,10700000,100,2829900,-1,null
34200.626866512,1,10700140,50,2829400,1,null
34200.627159295,1,10700216,15,2829400,1,null
34200.627508223,1,10700272,10,2829900,1,null
34200.627833067,4,10700272,10,2829900,1,null
34200.627870735,3,10700140,50,2829400,1,null
34200.635128952,4,10700216,15,2829400,1,null
34200.635128952,4,10700124,15,2828900,1,null
34200.635128952,4,10700208,15,2828400,1,null
34200.635128952,4,9000580,41,2826800,1,null
34200.635174285,1,10700964,50,2830200,-1,null
34200.635184131,1,10700968,100,2830400,-1,null
34200.635880947,1,10701032,72,2827600,1,null
34200.635914958,3,10700964,50,2830200,-1,null
34200.636249303,3,10700968,100,2830400,-1,null
34200.778037478,1,10729632,30,2833700,-1,null
34200.779549176,5,0,3,2830100,1,null
34200.781366185,4,10701032,37,2827600,1,null
34200.807987597,3,10729632,30,2833700,-1,null
34200.840061169,1,10743828,15,2829000,1,null
34200.87006006,3,10743828,15,2829000,1,null
34200.935367315,4,10664504,9,2831000,-1,null
34200.935367315,4,10696396,100,2833900,-1,null
34200.935367315,4,10639280,126,2834300,-1,null
34200.935367315,6,-1,189395,2835000,-1,null
34200.935367315,1,9379636,68,2835000,1,null
34200.935367315,1,9592492,100,2835000,1,null
34200.935367315,1,9948648,1,2834900,1,null
