34200.008002007,4,10368020,98,2787500,1,null
34200.008083892,4,10368020,71,2787500,1,null
34200.00811855,1,10374492,100,2793500,-1,null
34200.008134995,1,10374512,100,2793500,-1,null
34200.008548979,1,10374836,100,2787500,-1,null
34200.00952557,3,10374512,100,2793500,-1,null
34200.050981826,3,10374492,100,2793500,-1,null
34200.232383898,1,10448612,100,2785000,1,null
34200.235096003,1,10450508,18,2785000,1,null
34200.254398377,4,8859100,4,2785000,1,null
34200.254398377,4,8966360,2,2785000,1,null
34200.254398377,4,9501500,194,2785000,1,null
34200.254433229,4,9501500,1266,2785000,1,null
34200.254731917,4,9501500,100,2785000,1,null
34200.255001061,4,9501500,100,2785000,1,null
34200.25500294,1,10460748,100,2787000,-1,null
34200.255039331,4,9501500,340,2785000,1,null
34200.255039331,4,10011888,1,2785000,1,null
34200.255039331,4,10448612,100,2785000,1,null
34200.255039331,4,10450508,18,2785000,1,null
34200.255039331,5,0,100,2785000,1,null
34200.409289769,6,-1,44625,2784900,-1,null
34200.409289769,1,5945908,20,2784200,1,null
34200.409289769,1,6537328,145,2785000,-1,null
34200.409289769,1,6810052,5,2785000,-1,null
34200.409289769,1,8822660,5,2785000,-1,null
34200.409289769,1,6221664,2,2785200,-1,null
34200.416279509,1,10491648,100,2784800,1,null
34200.458803399,5,0,200,2784900,1,null
34200.481073768,5,0,100,2784900,1,null
34200.481073768,5,0,100,2784900,1,null
34200.533121814,5,0,200,2784900,1,null
34200.542100364,5,0,10,2784900,1,null
34200.54237219,5,0,100,2784900,1,null
34200.542373694,5,0,25,2784900,1,null
34200.542375354,5,0,45,2784900,1,null
34200.542377394,4,6537328,4,2785000,-1,null
34200.542386394,4,6537328,100,2785000,-1,null
34200.542459631,4,6537328,41,2785000,-1,null
34200.542459631,4,6810052,5,2785000,-1,null
34200.542459631,4,8822660,5,2785000,-1,null
34200.542491562,1,10514240,100,2785000,1,null
34200.542505397,4,10514240,4,2785000,1,null
34200.5433102,4,10514240,40,2785000,1,null
34200.543343556,4,10514240,56,2785000,1,null
34200.545068851,1,10514956,100,2785000,1,null
34200.550944396,1,10516088,100,2784800,1,null
34200.564118734,1,10518284,100,2784800,1,null
34200.585413968,4,10514956,100,2785000,1,null
34200.585457717,1,10522016,50,2785100,-1,null
34200.615456268,3,10522016,50,2785100,-1,null
34200.637918724,5,0,320,2784900,1,null
34200.637918724,4,6429988,80,2784800,1,null
34200.656877967,1,10534360,30,2784900,1,null
34200.674257779,1,10538388,10,2785000,-1,null
34200.686874558,3,10534360,30,2784900,1,null
34200.689826919,4,6429988,20,2784800,1,null
34200.689826919,4,10491648,100,2784800,1,null
34200.689826919,4,10516088,100,2784800,1,null
34200.689826919,4,10518284,100,2784800,1,null
34200.689880015,1,10540548,50,2784900,-1,null
34200.699451381,4,10540548,9,2784900,-1,null
34200.699504996,3,10540548,41,2784900,-1,null
34200.699512147,1,10541568,9,2784800,1,null
34200.741413975,4,10541568,9,2784800,1,null
34200.799610085,1,10565324,100,2784800,1,null
34200.799709476,4,10565324,100,2784800,1,null
34200.799766769,1,10565420,50,2784900,-1,null
34200.829761764,3,10565420,50,2784900,-1,null
34200.847640852,4,10538388,10,2785000,-1,null
34200.847640852,4,6221664,2,2785200,-1,null
34200.847640852,4,3969480,3,2786000,-1,null
34200.847640852,4,7588040,113,2786100,-1,null
34200.847670487,1,10584736,100,2785000,1,null
34200.847689302,1,10584744,50,2784600,1,null
34200.849141505,3,10584736,100,2785000,1,null
34200.849179608,3,10584744,50,2784600,1,null
34200.849799366,4,5945908,20,2784200,1,null
