1872600,1052,1868900,3,1874400,69,1868000,10
1872500,100,1868900,3,1872600,1052,1868000,10
1872600,1052,1868900,3,1874400,69,1868000,10
1872600,1050,1868900,3,1874400,69,1868000,10
1872600,1050,1868000,10,1874400,69,1867200,100
1868500,97,1868000,10,1872600,1050,1867200,100
1868500,97,1868000,10,1868900,100,1867200,100
1868900,100,1868000,10,1872600,1050,1867200,100
1868900,100,1868000,10,1871800,100,1867200,100
1871800,100,1868000,10,1872600,1050,1867200,100
1872600,1050,1868000,10,1874400,69,1867200,100
1872600,1050,1868000,10,1873100,100,1867200,100
1872600,1050,1868000,10,1873100,100,1867500,100
1872600,1050,1868000,10,1873100,100,1867500,100
1872600,1050,1871000,10,1873100,100,1868000,10
1872600,1050,1868000,10,1873100,100,1867500,100
1872600,1050,1868000,10,1873100,100,1867500,100
1872600,1050,1868000,10,1874400,69,1867500,100
1872600,1050,1868000,10,1874400,69,1867200,100
1872600,1050,1868000,10,1874400,69,1867200,100
1872600,1050,1872500,30,1874400,69,1868000,10
1872600,1050,1872500,30,1873400,20,1868000,10
1872600,1050,1872500,32,1873400,20,1868000,10
1872600,1050,1872500,32,1873400,20,1872300,15
1872600,1050,1872500,28,1873400,20,1872300,15
1872600,1050,1872500,2,1873400,20,1872300,15
1872600,1050,1872300,15,1873400,20,1872000,28
1872600,1060,1872300,15,1873400,20,1872000,28
1872600,1060,1872300,13,1873400,20,1872000,28
1872600,1060,1872000,28,1873400,20,1871900,1
1872600,1050,1872000,28,1873400,20,1871900,1
1872600,1036,1872000,28,1873400,20,1871900,1
1872600,1036,1872000,28,1873400,20,1871900,1
1872600,1036,1872000,25,1873400,20,1871900,1
1872600,1036,1872000,20,1873400,20,1871900,1
1872600,1036,1871900,1,1873400,20,1871100,1100
1872600,1036,1871100,1100,1873400,20,1871000,1
1872600,1036,1871100,1055,1873400,20,1871000,1
1872300,10,1871100,1055,1872600,1036,1871000,1
1872600,1036,1871100,1055,1873400,20,1871000,1
1872600,1036,1871100,1049,1873400,20,1871000,1
1872600,1036,1871100,49,1873400,20,1871000,1
1872600,1036,1871100,4,1873400,20,1871000,1
1872600,1036,1871000,1,1873400,20,1870000,1
1871900,10,1871000,1,1872600,1036,1870000,1
1872600,1036,1871000,1,1873400,20,1870000,1
1872600,1036,1870000,1,1873400,20,1868000,10
1872600,1036,1870000,1,1873400,20,1868000,10
1871800,10,1870000,1,1872600,1036,1868000,10
1871800,10,1870000,1,1872600,1036,1868100,6
1871800,10,1870000,1,1872600,1036,1868100,6
1871800,10,1870000,1,1872600,1036,1868100,6
1872600,1036,1870000,1,1872700,1,1868100,6
1872600,1036,1870000,1,1872700,1,1868100,6
1872500,200,1870000,1,1872600,1036,1868100,6
1872500,200,1870000,1,1872600,1036,1868100,6
1872500,200,1870000,1,1872600,1036,1868100,6
1872500,200,1870000,1,1872600,1036,1868100,6
1872500,200,1870000,1,1872600,1036,1868100,6
1872500,200,1870000,1,1872600,1036,1868100,6
1872500,200,1870000,1,1872600,1036,1868100,6
1872500,200,1870000,1,1872600,1036,1868100,6
1872500,200,1870000,1,1872600,1036,1868100,106
1872500,200,1870000,1,1872600,1036,1868100,106
1872500,200,1870000,101,1872600,1036,1868100,106
1872500,100,1870000,101,1872600,1036,1868100,106
1872600,1036,1870000,101,1872700,1,1868100,106
1872600,1036,1872500,25,1872700,1,1870000,101
1872600,1036,1872500,75,1872700,1,1870000,101
1872600,1036,1872500,106,1872700,1,1870000,101
1872600,1036,1872500,206,1872700,1,1870000,101
1872600,1036,1872500,206,1872700,1,1870500,100
1872600,1036,1872500,206,1872700,1,1871200,10
1872600,1036,1872500,181,1872700,1,1871200,10
1872600,1036,1872500,156,1872700,1,1871200,10
1872600,1036,1872500,131,1872700,1,1871200,10
1872600,1036,1872500,106,1872700,1,1871200,10
1872600,1036,1872500,100,1872700,1,1871200,10
1872600,1036,1872500,75,1872700,1,1871200,10
1872600,1036,1872500,8,1872700,1,1871200,10
1872600,1036,1871200,10,1872700,1,1871100,100
1872600,1036,1871100,100,1872700,1,1870500,100
1872600,1036,1871100,92,1872700,1,1870500,100
1872600,1036,1871100,92,1872700,1,1870100,200
1872600,1036,1871100,91,1872700,1,1870100,200
1872600,1036,1871100,90,1872700,1,1870100,200
1872600,1036,1871100,89,1872700,1,1870100,200
1872600,1036,1872000,2,1872700,1,1871100,89
1872600,764,1872000,2,1872700,1,1871100,89
1872600,710,1872000,2,1872700,1,1871100,89
1872600,710,1871100,89,1872700,1,1871000,1050
1872000,100,1871100,89,1872600,710,1871000,1050
1872000,100,1871100,89,1872300,10,1871000,1050
1872000,100,1871100,89,1872300,110,1871000,1050
1872300,110,1871100,89,1872600,710,1871000,1050
1872300,100,1871100,89,1872600,710,1871000,1050
1872600,710,1871100,89,1872700,1,1871000,1050
1872500,200,1871100,89,1872600,710,1871000,1050
1872500,200,1871100,89,1872600,710,1871000,1150
1871900,100,1871100,89,1872500,200,1871000,1150
1872500,200,1871100,89,1872600,710,1871000,1150
1872500,200,1871100,61,1872600,710,1871000,1150
1872500,200,1871000,1150,1872600,710,1870500,100
1871100,100,1871000,1150,1872500,200,1870500,100
1871100,100,1871000,1150,1871800,10,1870500,100
1871800,10,1871000,1150,1872500,200,1870500,100
1872500,200,1871000,1150,1872600,710,1870500,100
1872500,200,1871000,1150,1872600,710,1870500,100
1872200,1,1871000,1150,1872500,200,1870500,100
1872200,1,1871000,1150,1872500,200,1870500,100
