34200.222263912,1,9763172,300,3045000,-1,null
34200.223995965,5,0,20,3042600,1,null
34200.224385185,1,9764880,16,3044000,1,null
34200.224533311,1,9765044,3,3045000,-1,null
34200.22461434,4,9764880,16,3044000,1,null
34200.225488147,1,9765828,3,3044000,1,null
34200.232203286,4,9765828,3,3044000,1,null
34200.232203286,5,0,50,3042700,1,null
34200.249860729,1,9786572,13,3040200,1,null
34200.268976264,1,9788728,7,3044900,-1,null
34200.268981337,1,9788784,3,3044900,-1,null
34200.280843733,1,9790532,1,3044900,-1,null
34200.302538064,3,9786572,13,3040200,1,null
34200.30361449,1,9794636,13,3040100,1,null
34200.31270061,4,9794636,13,3040100,1,null
34200.313691612,1,9796640,17,3035100,1,null
34200.314788425,3,9796640,17,3035100,1,null
34200.336810473,4,9541208,31,3035100,1,null
34200.34644628,4,9541208,68,3035100,1,null
34200.34644628,5,0,32,3031900,1,null
34200.346477552,1,9802360,100,3042900,-1,null
34200.347325731,5,0,100,3031900,1,null
34200.348446238,5,0,68,3031900,1,null
34200.348446238,5,0,25,3031200,1,null
34200.348446238,4,9520172,7,3031100,1,null
34200.349555327,4,9520172,92,3031100,1,null
34200.349555327,5,0,8,3031100,1,null
34200.349585816,1,9802980,100,3040500,-1,null
34200.35404988,3,9802360,100,3042900,-1,null
34200.354059915,3,9802980,100,3040500,-1,null
34200.358575625,5,0,100,3031200,1,null
34200.370194771,1,9807052,100,3044900,-1,null
34200.383553259,1,9809408,17,3030000,1,null
34200.413871292,3,9104188,64,3030000,1,null
34200.466474284,3,9809408,17,3030000,1,null
34200.466823471,5,0,100,3031000,1,null
34200.466823471,4,9000864,4,3030000,1,null
34200.466945933,1,9824744,17,3027000,1,null
34200.50226961,5,0,50,3035300,1,null
34200.50226961,5,0,50,3036100,1,null
34200.503019599,1,9831692,50,3035300,1,null
34200.517484755,5,0,1400,3038700,1,null
34200.517484755,5,0,5,3044100,1,null
34200.517484755,5,0,100,3044200,1,null
34200.517484755,5,0,100,3044200,1,null
34200.517484755,5,0,100,3044200,1,null
34200.517484755,4,9788728,7,3044900,-1,null
34200.517484755,4,9788784,3,3044900,-1,null
34200.517484755,4,9790532,1,3044900,-1,null
34200.517484755,4,9807052,100,3044900,-1,null
34200.517484755,5,0,300,3044900,1,null
34200.517523847,1,9835196,100,3037300,1,null
34200.518232155,1,9835296,17,3037300,1,null
34200.528603445,5,0,50,3038100,1,null
34200.528603445,5,0,100,3037800,1,null
34200.528603445,5,0,300,3037400,1,null
34200.528603445,5,0,150,3037400,1,null
34200.532129814,1,9838528,300,3044900,-1,null
34200.532161745,3,9831692,50,3035300,1,null
34200.532379511,3,9835196,100,3037300,1,null
34200.532472664,5,0,100,3043700,1,null
34200.532472664,4,9838528,300,3044900,-1,null
34200.532472664,5,0,150,3044900,1,null
34200.532472664,4,9763172,300,3045000,-1,null
34200.532472664,4,9765044,3,3045000,-1,null
34200.532472664,5,0,900,3045000,1,null
34200.532472664,5,0,700,3045000,1,null
34200.532472664,5,0,300,3045000,1,null
34200.53250971,1,9838692,100,3038900,1,null
34200.532842127,3,9835296,17,3037300,1,null
34200.533121847,1,9838948,17,3040100,1,null
34200.533555348,5,0,50,3040600,1,null
34200.533555348,4,9838948,17,3040100,1,null
34200.533585926,1,9839080,100,3045900,-1,null
34200.535896567,3,9839080,100,3045900,-1,null
34200.535908903,3,9838692,100,3038900,1,null
34200.569509546,5,0,20,3047000,1,null
34200.569509546,5,0,72,3047300,1,null
34200.570115442,1,9846772,15,3038600,1,null
34200.570783533,4,9655468,20,3047400,-1,null
34200.570783533,5,0,300,3047400,1,null
34200.570828523,1,9846956,50,3043000,1,null
34200.571911766,1,9847112,30,3043900,1,null
34200.574755063,1,9847576,100,3048100,-1,null
34200.574786421,3,9846956,50,3043000,1,null
34200.601910162,3,9847112,30,3043900,1,null
34200.624296104,4,9847576,100,3048100,-1,null
34200.624337775,1,9854404,50,3037800,1,null
34200.637353774,1,9855784,100,3041800,1,null
34200.654341082,3,9854404,50,3037800,1,null
