34200.314734349,1,10586852,1,3125600,-1,null
34200.348469962,1,10592356,1,3124600,-1,null
34200.349088238,3,10586852,1,3125600,-1,null
34200.394702563,3,10592356,1,3124600,-1,null
34200.446898657,1,10613436,10,3127500,-1,null
34200.448042026,1,10613700,20,3125500,-1,null
34200.470394485,1,10617236,20,3127400,-1,null
34200.587948959,1,10632180,10,3121600,1,null
34200.607794114,4,10613700,20,3125500,-1,null
34200.607794114,6,-1,35234,3126400,-1,null
34200.607794114,1,5163548,9,3125400,1,null
34200.607794114,1,8053684,20,3127000,-1,null
34200.607794114,1,5957960,10,3125400,1,null
34200.607794114,1,7405608,10,3125100,1,null
34200.6177451,4,8053684,20,3127000,-1,null
34200.617781771,1,10635312,50,3126200,1,null
34200.618065995,4,10617236,20,3127400,-1,null
34200.618087172,1,10635356,15,3125700,1,null
34200.618088911,5,0,100,3127400,1,null
34200.61809319,4,10347352,100,3127500,-1,null
34200.61809794,1,10635372,100,3127400,1,null
34200.618161866,4,10613436,10,3127500,-1,null
34200.618294218,5,0,10,3127500,1,null
34200.618879153,5,0,20,3127500,1,null
34200.619148351,1,10635608,100,3127500,-1,null
34200.619178107,3,10635312,50,3126200,1,null
34200.619191058,4,10635608,90,3127500,-1,null
34200.619376248,4,10635608,2,3127500,-1,null
34200.619676645,3,10635356,15,3125700,1,null
34200.620068839,3,10635372,100,3127400,1,null
34200.620223082,1,10635796,100,3127500,-1,null
34200.624775585,1,10636684,31,3126600,-1,null
34200.700391525,4,5163548,1,3125400,1,null
34200.777684686,4,5163548,8,3125400,1,null
34200.777684686,4,5957960,7,3125400,1,null
34200.859406651,1,10695668,100,3126500,-1,null
34201.000257884,4,5957960,3,3125400,1,null
34201.000286825,1,10730540,100,3125400,-1,null
34201.000301622,1,10730544,50,3126000,-1,null
34201.000481462,4,10730540,100,3125400,-1,null
34201.000521985,3,10730544,50,3126000,-1,null
34201.000784978,4,7405608,10,3125100,1,null
34201.000813985,1,10730620,100,3125100,-1,null
34201.000825132,1,10730628,50,3125800,-1,null
34201.000846718,4,10730620,100,3125100,-1,null
34201.000874946,1,10730660,1,3125100,-1,null
34201.000881371,3,10730628,50,3125800,-1,null
34201.000905784,3,10730660,1,3125100,-1,null
34201.001278808,4,5134164,5,3125000,1,null
34201.001278808,4,6679956,2240,3125000,1,null
34201.015641006,4,6679956,260,3125000,1,null
34201.015641006,4,7390192,20,3125000,1,null
34201.015641006,4,8851544,6,3125000,1,null
34201.015673895,4,7866372,5,3124900,1,null
34201.015686752,1,10733704,50,3125800,-1,null
34201.016099206,1,10733808,15,3125200,-1,null
34201.016185107,4,8931024,5,3124500,1,null
34201.016185107,4,10690208,100,3124500,1,null
34201.0162027,1,10733828,15,3125200,-1,null
34201.045683402,3,10733704,50,3125800,-1,null
34201.046099834,3,10733808,15,3125200,-1,null
34201.046203104,3,10733828,15,3125200,-1,null
34201.050655412,4,8832268,100,3122600,1,null
34201.05068446,1,10737916,100,3125700,-1,null
34201.050697801,1,10737924,50,3124600,-1,null
34201.064121292,3,10737916,100,3125700,-1,null
34201.080697658,3,10737924,50,3124600,-1,null
34201.142190876,1,10752792,1,3122600,1,null
34201.142255727,4,10752792,1,3122600,1,null
34201.14230435,1,10752812,50,3124600,-1,null
34201.151601389,4,10752812,9,3124600,-1,null
34201.151656907,3,10752812,41,3124600,-1,null
34201.151658461,1,10754168,9,3122600,1,null
34201.167091661,4,10695668,100,3126500,-1,null
34201.167120137,1,10756768,100,3126500,1,null
34201.167120793,1,10756776,100,3123400,1,null
34201.167160493,1,10756792,9,3126500,1,null
34201.167165899,4,10756768,100,3126500,1,null
34201.167216269,4,10756792,9,3126500,1,null
34201.172941588,3,10756776,100,3123400,1,null
34201.173854621,1,10757712,100,3121000,1,null
34201.208214458,1,10761172,1,3122500,1,null
34201.292748484,1,10774176,20,3123500,1,null
34201.321828168,1,10777660,85,3124600,1,null
34201.338792419,1,10779416,100,3125000,1,null
34201.338850838,4,10779416,100,3125000,1,null
34201.338893933,1,10779440,50,3125800,-1,null
34201.368888611,3,10779440,50,3125800,-1,null
34201.389122516,4,10777660,85,3124600,1,null
34201.389168563,1,10784328,50,3125600,-1,null
34201.419175112,3,10784328,50,3125600,-1,null
34201.462563214,1,10791688,4,3127500,-1,null
34201.638171083,1,10824252,100,3122500,1,null
34201.712994643,1,10840224,100,3123500,1,null
34201.723512676,4,10636684,2,3126600,-1,null
34201.985230287,3,10791688,4,3127500,-1,null
34201.9942708,1,10903552,100,3123500,1,null
34202.010521939,1,9559436,200,3122500,1,null
34202.035229663,1,10913312,100,3123500,1,null
34202.060955409,1,10921024,100,3123500,1,null
34202.075175505,5,0,1,3123900,1,null
34202.087425031,3,10903552,100,3123500,1,null
34202.112402859,3,10761172,1,3122500,1,null
34202.122058795,3,10921024,100,3123500,1,null
34202.122498335,1,10931820,15,3126300,-1,null
34202.125499634,1,10932472,1,3122500,1,null
34202.139334826,3,10913312,100,3123500,1,null
34202.140228935,1,10935192,100,3122500,1,null
34202.152498511,3,10931820,15,3126300,-1,null
34202.166837708,3,10935192,100,3122500,1,null
34202.166837708,1,10938904,100,3125000,1,null
34202.166903373,4,10938904,100,3125000,1,null
34202.166943216,1,10938936,50,3125800,-1,null
34202.175530401,1,10939876,15,3125400,-1,null
34202.196941866,3,10938936,50,3125800,-1,null
34202.205533411,3,10939876,15,3125400,-1,null
34202.217464993,3,10932472,1,3122500,1,null
34202.219463824,5,0,27,3126400,1,null
34203.085752316,5,0,2,3126500,1,null
34204.062248342,1,11012640,1,3125100,1,null
34204.062321673,4,11012640,1,3125100,1,null
34204.062363716,1,11012656,50,3125900,-1,null
34204.092360784,3,11012656,50,3125900,-1,null
34205.344222505,5,0,29,3126500,1,null
34206.139102704,5,0,29,3126500,1,null
34207.137196225,1,11113604,1,3125100,1,null
