34200.007853403,1,6044796,368,2209700,1,null
34200.045611216,4,6044796,100,2209700,1,null
34200.053766177,4,6044796,200,2209700,1,null
34200.054279611,4,5193288,2,2210000,-1,null
34200.054289719,4,6044796,68,2209700,1,null
34200.054315365,1,6083828,100,2209800,1,null
34200.054329109,1,6083848,100,2212000,-1,null
34200.054343751,1,6083860,100,2212000,-1,null
34200.055357806,3,6083828,100,2209800,1,null
34200.057552749,3,6083848,100,2212000,-1,null
34200.060110401,3,6083860,100,2212000,-1,null
34200.062277708,1,6088296,1,2209800,1,null
34200.150269504,1,6116836,100,2208000,1,null
34200.264299363,1,6138664,100,2210200,-1,null
34200.361206057,1,6155584,100,2210200,-1,null
34200.470057695,4,6088296,1,2209800,1,null
34200.470085998,1,6178436,100,2209800,-1,null
34200.471222164,3,6178436,100,2209800,-1,null
34200.480135291,1,6180068,2,2208000,1,null
34200.569160332,4,6138664,2,2210200,-1,null
34200.769197291,6,-1,40374,2208000,-1,null
34200.769197291,1,5092380,1,2208000,1,null
34200.769197291,1,4172200,10,2209500,-1,null
34200.769197291,1,5318188,10,2206000,1,null
34200.769197291,1,4652936,200,2209900,-1,null
34200.769197291,1,4704956,180,2209900,-1,null
34200.769237231,1,6237304,6,2208000,1,null
34200.780327295,1,6240072,12,2208000,1,null
34201.022074628,1,6307032,2,2208000,1,null
34201.071109436,5,0,100,2209100,1,null
34201.071109436,4,4172200,10,2209500,-1,null
34201.071161036,1,6313244,50,2208700,1,null
34201.073320007,4,4652936,40,2209900,-1,null
34201.094721099,4,6313244,10,2208700,1,null
34201.094770646,3,6313244,40,2208700,1,null
34201.0947751,1,6315196,10,2209500,-1,null
34201.094808604,1,6315200,30,2208200,1,null
34201.124809468,3,6315200,30,2208200,1,null
34201.144623137,1,6320864,500,2208000,1,null
34201.209814569,4,6315196,10,2209500,-1,null
34201.459185526,1,6354504,28,2208900,1,null
34201.459389279,4,4652936,160,2209900,-1,null
34201.459389279,4,4704956,180,2209900,-1,null
34201.459422031,4,2895316,900,2210000,-1,null
34201.459422031,4,3246900,20,2210000,-1,null
34201.459422031,4,3388136,126,2210000,-1,null
34201.459426744,4,3388136,74,2210000,-1,null
34201.459426744,4,4197812,20,2210000,-1,null
34201.459426744,4,4764544,92,2210000,-1,null
34201.459433306,1,6354572,50,2209400,1,null
34201.459907422,4,4764544,108,2210000,-1,null
34201.459934576,1,6354652,30,2209000,1,null
34201.461083231,4,6138664,98,2210200,-1,null
34201.461083231,4,6155584,100,2210200,-1,null
34201.461083231,4,6242480,100,2210200,-1,null
34201.489434765,3,6354572,50,2209400,1,null
34201.489937441,3,6354652,30,2209000,1,null
34201.515147478,1,6358908,100,2207500,1,null
34201.571115213,1,6364596,100,2207500,1,null
34201.640387725,1,6372228,100,2210400,-1,null
34201.658165928,3,6307032,2,2208000,1,null
34201.660130878,1,6375528,2,2208400,1,null
34201.669308018,3,6372228,100,2210400,-1,null
34201.747128869,3,6320864,500,2208000,1,null
34201.751106483,1,6393920,499,2208000,1,null
34201.797595294,1,6403672,62,2210000,1,null
34201.804220361,4,6403672,62,2210000,1,null
34201.804220361,5,0,1,2208500,1,null
34201.80426793,1,6405152,50,2210500,-1,null
34201.804698057,3,6405152,50,2210500,-1,null
34201.804700555,1,6405336,28,2209200,1,null
34201.804702321,1,6405340,5,2210000,1,null
34201.834700039,3,6405336,28,2209200,1,null
34201.872163091,4,3426004,1,2211000,-1,null
34201.872372705,4,6405340,5,2210000,1,null
34201.872372705,5,0,26,2208800,1,null
34201.872375402,4,3602640,30,2211300,-1,null
34201.872671537,1,6420036,10,2210000,1,null
34201.872696715,4,3602640,3,2211300,-1,null
34201.988906686,4,3602640,14,2211300,-1,null
34201.996039333,4,6420036,10,2210000,1,null
34201.996039333,5,0,100,2208800,1,null
34201.996039333,5,0,100,2208600,1,null
34201.996039333,5,0,40,2208500,1,null
34201.996069097,1,6446124,100,2210000,-1,null
34201.996086954,1,6446148,50,2210700,-1,null
34201.997134396,3,6446124,100,2210000,-1,null
34201.997162893,3,6446148,50,2210700,-1,null
34202.054088889,3,3602640,38,2211300,-1,null
34202.054560247,1,6460296,100,2208000,1,null
34202.18413997,5,0,13,2211000,1,null
34202.193546644,3,6237304,6,2208000,1,null
34202.211433685,3,6240072,12,2208000,1,null
34202.216690701,3,6460296,100,2208000,1,null
34202.244205601,5,0,1,2211400,1,null
34202.247395138,1,6504468,100,2208400,1,null
34202.335807611,3,6116836,100,2208000,1,null
34202.374670404,5,0,99,2211400,1,null
34202.374670404,5,0,100,2211600,1,null
34202.374670404,5,0,100,2212300,1,null
34202.374670404,4,3954444,184,2212500,-1,UBSS
34202.744276347,1,6531420,27,2212500,-1,null
34203.122287743,4,3954444,11,2212500,-1,UBSS
34203.125507074,4,3954444,5,2212500,-1,UBSS
34203.342448749,4,3954444,148,2212500,-1,UBSS
34204.419739774,1,6582296,100,2212500,-1,null
34204.427261185,4,3954444,200,2212500,-1,UBSS
34204.495736482,1,6583836,100,2208500,1,null
34204.767722437,1,6592008,2,2212000,-1,null
34205.167132513,1,6610888,100,2210000,-1,null
34205.249983229,4,6610888,100,2210000,-1,null
34205.250034207,1,6613760,50,2209200,1,null
34205.280033263,3,6613760,50,2209200,1,null
34205.482277003,4,6592008,2,2212000,-1,null
34205.482303956,1,6624264,100,2209200,1,null
34205.482320232,1,6624272,100,2209200,1,null
34205.482331695,1,6624280,50,2210200,1,null
34205.483441899,3,6624264,100,2209200,1,null
34205.48463242,3,6624272,100,2209200,1,null
34205.495028089,3,6583836,100,2208500,1,null
34205.512332003,3,6624280,50,2210200,1,null
34205.520764257,1,6625580,100,2209300,1,null
34205.524015868,1,6625724,2,2210000,1,null
34205.750978944,1,6632664,30,2210800,1,null
34205.780977872,3,6632664,30,2210800,1,null
34205.803070089,4,3954444,100,2212500,-1,UBSS
34206.063576097,1,6642956,30,2210900,1,null
34206.093574182,3,6642956,30,2210900,1,null
34206.359976963,4,3954444,975,2212500,-1,UBSS
34206.360029513,4,3954444,1727,2212500,-1,UBSS
34206.360029513,4,6531420,27,2212500,-1,null
34206.360029513,4,6582296,100,2212500,-1,null
34206.360056821,4,6007488,100,2212600,-1,null
34206.360066122,1,6656576,100,2210500,1,null
34206.360076275,1,6656600,100,2210500,1,null
34206.36007932,1,6656604,50,2211200,1,null
34206.360083692,1,6656608,100,2210600,1,null
34206.360108642,1,6656616,100,2210600,1,null
34206.360117034,4,6436464,1,2212900,-1,null
34206.360243719,4,3118292,15,2213000,-1,null
34206.360243719,4,3574004,100,2213000,-1,null
34206.360243719,4,3937896,50,2213000,-1,null
34206.360243719,4,6376944,100,2213000,-1,null
34206.360243719,4,6563980,395,2213000,-1,null
34206.360307068,1,6656692,100,2213000,-1,null
34206.360322303,4,6563980,200,2213000,-1,null
34206.360635881,4,6563980,2000,2213000,-1,null
34206.360782038,4,6563980,100,2213000,-1,null
34206.360836178,1,6656784,30,2211800,1,null
34206.362118963,4,6563980,1740,2213000,-1,null
34206.362144138,4,6563980,565,2213000,-1,null
34206.362144138,4,6656692,100,2213000,-1,null
34206.362582772,1,6656948,15,2213400,1,null
34206.363676641,3,6656948,15,2213400,1,null
34206.36370697,3,6656604,50,2211200,1,null
34206.363876307,3,6656616,100,2210600,1,null
34206.36390453,1,6657024,100,2212200,1,null
34206.364007572,1,6657036,100,2212100,1,null
34206.364171468,5,0,65,2213000,1,null
34206.442832448,4,2850088,14,2215000,-1,null
34206.443299156,4,2850088,64,2215000,-1,null
34206.894214033,4,2850088,300,2215000,-1,null
34206.894673696,1,6673284,30,2213400,1,null
34206.894724494,4,2850088,200,2215000,-1,null
34206.894823814,3,6657024,100,2212200,1,null
34206.89495398,3,6657036,100,2212100,1,null
34206.896142787,1,6673368,100,2212900,1,null
34206.924671235,3,6673284,30,2213400,1,null
34206.950465721,4,2850088,200,2215000,-1,null
34207.823465173,5,0,44,2214900,1,null
34207.919863976,4,2850088,222,2215000,-1,null
34207.919863976,4,2948144,5,2215000,-1,null
34207.919863976,4,5090956,100,2215000,-1,null
34207.919863976,4,5313900,300,2215000,-1,null
34207.91990944,1,6702220,100,2213400,1,null
34207.919914225,1,6702224,50,2213900,1,null
34207.922574844,3,6702220,100,2213400,1,null
34207.949913077,3,6702224,50,2213900,1,null
34208.18463107,1,6709664,100,2215000,-1,null
34208.287952187,1,6711652,100,2215000,-1,null
34208.885508915,1,6722016,2,2214000,-1,null
34209.015543331,4,6722016,2,2214000,-1,null
34209.015591644,1,6724332,50,2213400,1,null
34209.045600028,3,6724332,50,2213400,1,null
34209.048466123,3,6625724,2,2210000,1,null
34209.050038771,1,6725196,2,2212000,1,null
34209.913646973,1,6746268,100,2212400,1,null
34212.382230785,1,6821548,100,2212400,1,null
34212.492866927,1,6823696,100,2213000,1,null
34213.59031717,1,6852256,300,2215000,-1,null
34214.051276195,1,6864340,2,2213000,1,null
34215.276148921,1,6889996,100,2213200,1,null
34215.276247603,3,6889996,100,2213200,1,null
34215.280214274,1,6890040,100,2213100,1,null
34216.290050459,3,6890040,100,2213100,1,null
34216.616827397,5,0,100,2214900,1,null
34216.616827397,4,6709664,100,2215000,-1,null
34216.616827397,4,6711652,100,2215000,-1,null
34216.616827397,4,6852256,100,2215000,-1,null
34216.617381798,3,6823696,100,2213000,1,null
34216.617562082,4,6852256,100,2215000,-1,null
34216.617689505,4,6852256,100,2215000,-1,null
34216.617731876,1,6912072,50,2214000,1,null
34216.618015137,1,6912108,100,2213300,1,null
34216.618127346,3,6912108,100,2213300,1,null
34216.618646082,1,6912172,30,2214500,1,null
34216.619556868,4,5787100,30,2215100,-1,null
34216.64773276,3,6912072,50,2214000,1,null
34216.648643349,3,6912172,30,2214500,1,null
34216.653178249,1,6912648,100,2214200,1,null
34216.653698321,1,6912680,30,2214800,1,null
34216.655201732,3,6912680,30,2214800,1,null
34216.712684005,4,6905452,2,2216000,-1,null
34216.712722771,1,6913376,50,2215100,1,null
34216.742721241,3,6913376,50,2215100,1,null
34216.755820652,1,6914280,2,2214000,1,null
34218.848861321,5,0,50,2216800,1,null
34218.849482339,3,6912648,100,2214200,1,null
34218.850203122,4,2073724,14,2217000,-1,null
34218.850203122,4,6419800,60,2217300,-1,null
34218.850235621,1,6939400,100,2214600,1,null
34218.85025152,1,6939408,100,2214700,1,null
34218.850252993,1,6939412,100,2214600,1,null
34218.850254268,1,6939416,50,2215600,1,null
34218.850282064,1,6939436,100,2214700,1,null
34218.851371198,1,6939480,100,2214800,1,null
34218.880253542,3,6939416,50,2215600,1,null
34219.039477302,1,6941460,100,2217800,-1,null
34219.477874286,1,6945936,17,2215700,1,null
34219.801024602,1,6949208,100,2215200,1,null
34219.832903424,1,6949456,2,2218000,-1,null
34220.192126514,1,6956536,100,2215200,1,null
34220.283530907,1,6959308,100,2215700,1,null
34220.37637801,1,6960684,100,2215200,1,null
34221.368720294,1,6978116,30,2216300,1,null
34221.373541176,1,6978300,100,2216300,1,null
34221.384573528,3,6978116,30,2216300,1,null
34222.424356182,1,6993080,100,2215800,1,null
34222.642488493,1,6996020,100,2217400,1,null
34222.642523854,4,6996020,100,2217400,1,null
34222.642567464,1,6996032,50,2217600,-1,null
34222.64295267,3,6996032,50,2217600,-1,null
34222.642956551,1,6996056,10,2217400,1,null
34222.642965023,1,6996064,30,2216600,1,null
34222.643002299,1,6996072,10,2217400,1,null
34222.643195117,4,6996056,10,2217400,1,null
34222.643286718,4,6996072,10,2217400,1,null
34222.643993926,3,6996064,30,2216600,1,null
34222.644073586,3,6996088,15,2216300,1,null
34222.644386394,5,0,100,2217700,1,null
34222.645108972,1,6996168,100,2216700,1,null
34222.664351963,1,6996444,10,2217800,-1,null
34222.668404679,1,6996476,100,2217000,-1,null
34222.66845742,4,6996476,100,2217000,-1,null
34222.668494396,1,6996492,50,2216800,1,null
34222.6685037,1,6996496,100,2217000,-1,null
34222.668531541,3,6996492,50,2216800,1,null
34222.668554335,4,6996496,100,2217000,-1,null
34222.668587037,1,6996512,50,2216800,1,null
34222.668598276,1,6996516,100,2217000,-1,null
34222.668626197,3,6996512,50,2216800,1,null
34222.668645325,4,6996516,100,2217000,-1,null
34222.668677245,1,6996524,50,2216800,1,null
34222.668685635,1,6996532,100,2217000,-1,null
34222.668712387,3,6996524,50,2216800,1,null
34222.668732505,4,6996532,100,2217000,-1,null
34222.668765425,1,6996548,50,2216800,1,null
34222.668775534,1,6996556,100,2217000,-1,null
34222.668803283,3,6996548,50,2216800,1,null
34222.668822873,4,6996556,100,2217000,-1,null
34222.668856214,1,6996572,50,2216800,1,null
34222.668866224,1,6996576,100,2217000,-1,null
34222.668894059,3,6996572,50,2216800,1,null
34222.669011262,3,6996168,100,2216700,1,null
34222.669775951,4,6996576,100,2217000,-1,null
34222.669775951,5,0,26,2217000,1,null
34222.669812023,1,6996600,50,2216400,1,null
34222.669821658,1,6996604,100,2217000,-1,null
34222.669850157,3,6996600,50,2216400,1,null
34222.669963997,4,6996604,100,2217000,-1,null
34222.669996591,1,6996620,50,2216400,1,null
34222.670006255,1,6996624,100,2217000,-1,null
34222.670033434,3,6996620,50,2216400,1,null
34222.729774028,4,6996624,25,2217000,-1,null
34222.729825816,1,6997828,100,2217000,-1,null
34222.841214144,4,6996624,40,2217000,-1,null
34222.864530551,4,6996624,35,2217000,-1,null
34222.864530551,4,6997828,100,2217000,-1,null
34222.864530551,5,0,465,2217000,1,null
34222.864574314,1,7000840,50,2216400,1,null
34222.864586493,1,7000844,100,2217000,-1,null
34222.864622599,3,7000840,50,2216400,1,null
34222.970673094,1,7002488,100,2215900,1,null
34223.043808221,4,7000844,25,2217000,-1,null
34223.04385529,1,7003524,9,2217000,-1,null
34223.144715916,1,7004560,5,2216000,1,null
34223.234163475,4,7000844,50,2217000,-1,null
34223.381720793,1,7011012,200,2216300,1,null
34225.582188865,1,7049192,2,2216300,1,null
34226.182772375,1,7059244,100,2216400,1,null
34227.122311785,1,7071344,100,2216600,1,null
34227.122374515,5,0,100,2216700,1,null
34227.770022526,5,0,50,2216700,1,null
34227.770022526,4,7071344,25,2216600,1,null
34227.899375785,4,7000844,25,2217000,-1,null
34227.899375785,4,7003524,9,2217000,-1,null
34227.899425151,1,7079828,50,2216800,1,null
34227.929419473,3,7079828,50,2216800,1,null
34230.976747358,1,7133308,30,2216900,1,null
34230.97692084,1,7133344,15,2217300,1,null
34230.97755425,3,7133344,15,2217300,1,null
34230.977632525,3,7133308,30,2216900,1,null
34230.995336105,1,7133884,30,2217700,-1,null
34231.025332613,3,7133884,30,2217700,-1,null
34232.821635423,1,7170152,100,2217200,1,null
34232.821689066,4,7170152,32,2217200,1,null
34232.821719116,4,7170152,68,2217200,1,null
34232.821760987,1,7170184,50,2217500,-1,null
34232.822693328,3,7170184,50,2217500,-1,null
34232.822694946,1,7170212,30,2216700,1,null
34232.82269607,1,7170216,10,2217200,1,null
34232.822704283,1,7170220,10,2217200,1,null
34232.822711789,1,7170228,30,2216800,1,null
34232.831437441,4,7170216,10,2217200,1,null
34232.831437441,4,7170220,10,2217200,1,null
34232.852715145,3,7170228,30,2216800,1,null
34235.676347782,1,7219568,15,2216900,1,null
34235.706345438,3,7219568,15,2216900,1,null
34236.170069856,4,6360832,2,2217800,-1,null
34236.17112144,4,6360832,98,2217800,-1,null
34236.17112144,4,6941460,2,2217800,-1,null
34236.171175186,4,6941460,98,2217800,-1,null
34236.171175186,4,6996444,2,2217800,-1,null
34236.171184717,4,6996444,8,2217800,-1,null
34236.171239381,1,7226764,50,2217200,1,null
34236.1716021,1,7226792,15,2217100,1,null
34236.172048546,4,3958760,300,2218000,-1,null
34236.172048546,4,4639220,25,2218000,-1,null
34236.172048546,4,6949456,2,2218000,-1,null
34236.201240248,3,7226764,50,2217200,1,null
34236.201598931,3,7226792,15,2217100,1,null
34236.319381189,1,7229232,100,2218600,-1,null
